Review ID,Username,Rating,Review Text,Date
3c66342d-379f-4f21-b75b-f47eff876cfd,Natalia zee Reo,1,"BALIKIN GAK POSTINGAN ULANG KU KEMARIN ADA TERUS SEKARANG GAK ADA ,MAKSUD NYA GIMANA COBA, INTI NYA BALIKIN POSTING ULANG KU SEKARANG!!!!!",2025-01-09 15:29:44
26d47838-5a9e-4d31-a338-0ffe29bd66ed,Zaki Biru,5,Boy ganteng men,2025-01-09 13:11:58
6b723099-481d-44e2-8520-8e9675f765cb,Zahragarut 687,5,Luamayan,2025-01-09 12:30:57
d414bb8a-1487-4e01-8f8e-abd7aeb13b9c,Andra Pratama,1,"Jangan di download apk 18+ ini, dan buka vidio kadang ngeframe. Dan memblokir akun tidak pake aturan seharusnya nya kasih blokir 1hari atau 1minggu duluh lah jangan langsung permanen ajg",2025-01-09 10:42:44
584676f5-9a75-4756-bd22-4df011343081,Mass iooo,4,"bagus aplikasi nya tapi sayang banyak hoax nya, ga di saring dlu mana fakta mana hoax.. mnyebar fitnah dan hoax .",2025-01-09 10:05:31
0bcb4cb6-74e5-46b4-a50d-fc78a49ed131,Ardila Nuraeni,1,Tolong dong benerin tiktok nya . Suka keluar sendiri jadi kesel kalau lagi asik asik liat video yang seru suka keluar sendiri 😡,2025-01-09 08:11:07
036d0dc8-7287-4ab5-a2a5-667f8cb5223d,Andikamaulana Andikamaulana,1,Tiktok asuu,2025-01-08 22:17:08
08644936-3c67-46aa-a042-23ee021c7d35,Gendowor Gendeng,1,katanya udah di update bugnya kok masih aja sihh,2025-01-08 20:08:02
87892177-7865-4ab2-97e6-2e8c4c26aa92,Muhammad Alvino,1,kenapa aplikasi ini saya download dari tadi ko g bisa2,2025-01-08 14:22:22
ca6054e4-170b-45ba-8a61-43edcdb01c31,Tkg Mieayam,5,Gitu deh,2025-01-07 23:31:43
ed5a231e-2047-4c01-a0f9-f241dc59e755,Yoga Dwi Saputra,5,Suka setak logo jadi cepet di perbaiki,2025-01-07 20:07:47
9c0d2fc5-afce-4813-bf32-46c3fc4d4fdd,INI_HYFIK Ini_hyfik,1,jelek anjjng bug Mulu macet di logo lagi anj 🗿,2025-01-07 18:58:27
df10ece8-dcfe-4368-95e5-d2d62c61e6f8,Sultan Aulia Pangestu,1,"TOLONG YAA DIPERBAIKI LAGI, SOALNYA PAS SAYA MO MASUK KE TIKTOK TIBA-TIBA GAK BISA DAN LOADINGNYA LAMA, DAN JUGA NGELEG, JADI TOLONG BANGET DIPERBAIKI!! DAN JUGA PAS SAYA MAU LOGIN KE AKUN YANG LAIN MALAH ADA TULISAN ""TIDAK BISA MEMUAT COBA LAGI"" SEPERTI ITU !, TTOLONG² BANGET YANG BUAT TIKTOK PERBAIKI 🙏🙏[sorry ngegas]",2025-01-07 17:47:56
53be104e-3091-4862-9fd4-6fa004379668,HAMZ STORE,5,Bocah gendeng,2025-01-07 16:29:31
7a213f5d-7eac-4072-909f-151b9113cab5,Riska Cica,2,3aaar,2025-01-07 14:35:15
5657ab49-bfe2-47dd-b0ee-dcc062170229,Chimi Putri,5,mantap bisa nonton yang ?NBCx,2025-01-07 11:51:19
c94eee35-005a-46b3-acc6-905b5db5b10c,Fernando Keliat,1,Sangat burukkk,2025-01-07 08:31:26
3c63769f-2d03-4bac-b8c7-d288a1e6c05a,Ara Dayasha,1,"stop sb pls tiktok, gw cpe ngedit g rame mlu, perasaan dlu g gni dah",2025-01-07 07:40:06
1f74f342-7caa-452c-b147-69f75d595055,susi widianti,3,"gelap semua layar tiktok tiba2,.",2025-01-07 07:32:25
f13f1a6c-671c-44ea-9df4-12088040e02b,Niir Niir,5,Sueee temen donload eeeee,2025-01-06 23:17:53
0b0d5b97-6228-4cf6-ac24-ad6ea4183ad3,ghozali marini,5,Bagus cuman susah dibuka kadang2 tiktok,2025-01-06 17:39:46
de2526f1-62bb-4782-ae0c-1555d0c499e7,rejeki Septy,5,Siap asyik nantilah,2025-01-06 13:56:51
22717131-53a3-493d-a380-81a7adc0cc90,Pengguna Google,1,Aku gak mau dengar lagu ni percayalah percayalah percayalah percayalah percayalah bahwa bahwa ia akan datang bila ada orang yang kita sayang dan cinta kuhh cinta kuhh cinta kuhh cinta yang kita miliki sekarang selagi berusaha dan berdoa dan berusaha tuk jadi pemimpinmu kamu tak akan pernah tahu kapan manusia akan menjadi lebih besar,2025-01-06 11:31:37
cb1152a0-182a-48df-8297-fefe8587f205,Mahda Wiah,5,Kok til tok sy hlng y,2025-01-06 09:54:04
c8544524-d3f2-4b06-892e-7fe1a9bd0141,Muhammad Feran Firdaus (Untung),5,🙌🙌👍👍👍🙏🙏🙏,2025-01-05 23:54:03
ba69a754-cad4-40b8-b742-e0b4c83c6bb6,Talita Ponsel,5,Tolong tiktok ya di bagusin dong kk,2025-01-05 14:53:26
b90001c3-982e-4630-892b-7267e3d1f3f9,Sinta Maisaroh,5,ik,2025-01-05 13:28:58
c4d7aa47-dcb2-4b7a-99f5-6accc0ac82b0,airah faizah,2,Udh bagus tapi tolong bug nya di hapus karna setiap saya mau masuk ke tiktok pasti loding nya lama dan harus uninstall lagi baru download lagi tolong di hapus bug nya ini gara gara ke banyak update jadi ngebug terus TOLONG DI HAPUS BUG NYA YA MIMIN TIKTOK,2025-01-04 22:44:07
dcadd21e-e1c2-4df1-ae2b-ea3771e2f726,Khalisa Zahra,2,Donwload nya lama,2025-01-04 14:42:42
f2891f94-b22d-4bb1-977e-e5b4271c6ee8,Ahmad Craft,1,Apk Ini Kek Sampah Pas Ngomong Kasar Ke Orang Yang Menghina Kena Notif Sistem Pelanggaran Mulu Coba Kek YouTube YouTube Mah Bebas Ngomongin Kasar Ke Orang Menghina Yang Tiktok Taeeee Puki Dasar Apk Sampah,2025-01-04 14:29:18
6e02b439-749a-42a4-a99c-36ab1e5ec353,Andiva Reza,1,TikTok skrg suka bug,2025-01-04 13:53:23
42ccfea3-6513-4cbc-b195-460058547acc,Dewi Okta,1,"makin kesini makin gajelas kocak tiap mau dibuka selalu ngestuck logo itupun gabakal bisa dibuka klo ga di uninstall dulu, uda berapa kali gua uninstall ni apk cb? yg make wifi gampang coba yg lain yg make kuota, kasian oon, mending lu gausa nambah nambahin fitur gajelas deh, makin lu tambah fitur makin burik ni apk kocak, yg ada makin kaga bisa dibuka, gua cape ya lol tiap mau buka selalu ngestuck logo, dan mau gamau harus di uninstall dl baru bisa dibuka lagi, mending gua hapus selamanya dah.",2025-01-03 22:06:02
cb1e1c28-4185-416f-b96c-ab91af4cc75b,Chandra Barerong,5,Jos,2025-01-03 21:25:55
209dd717-4250-4c7b-bbaa-464f2d14b8c4,Anga Kiwuk,1,"Aplikasinya gak bisa dibuka,lagi scerol-scerol tiktok tiba tiba keluar ga jelas",2025-01-03 19:55:48
b356656f-4c65-4a9e-8297-999b648b6a4b,Bajudin Dinnur,5,sangat bagus,2025-01-03 19:46:32
2f61bfdb-9cbb-4b93-aef0-d77be16d5c4d,Jill Quinara,2,gk offline,2025-01-03 13:53:45
73285053-2959-441e-bad7-6ee3323ec5f7,Ukhi lebew,5,F bar byh,2025-01-03 13:17:05
86b8e7a8-0708-4a2f-a29b-5dcdfd14f97f,Talita Sulistiya,3,tiktok skrg sgt aneh,2025-01-03 11:04:51
4b147350-fd6e-42c5-b43c-30c6fad5ba5c,6Gadgets,5,Ni ko Ni ko niko,2025-01-03 10:21:16
c41f6c08-7996-47eb-93e6-e0fc24c9da52,Zayyd Yazid,5,Jual dari ribuan produk,2025-01-03 05:23:44
807f4c7c-9b25-4ab7-ab5d-c41b264993cd,Grace Fabiola,1,"Banyak video yg menghina kepala negara bebas berkeliaran di aplikasi tik tok, dilaporkan ke tik tok tp katanya tdk melanggar, tiap komentar dibilang melanggar, sampai diblok permanen. Tik tok bangsatt 😡 admin tik tok PKI",2025-01-02 22:53:50
b2a0c346-eb7d-43b3-927d-d57f9561968b,Mar Maryono,5,joko jomlo,2025-01-02 19:04:18
fbbf4c4a-972c-4fea-90a0-8305f13089ea,agung santoso,1,"sistem taii, dikit² blokir beberapa kali akun gua kena blokir",2025-01-02 16:55:16
66a266e1-e956-4bf9-b578-acac64f1abbb,Keysha Talitha AZ zahra,1,NGE BUG GAJELAS!,2025-01-02 16:50:16
51859181-cf35-4386-8274-58fe8ad2c95c,Suci Ardini sarumaha,2,Tt gua g ada pesan Kirim ke temn kyk aneh pliss tolong gmn cara membetoloinny,2025-01-02 16:30:20
8e82dd20-3dfd-4e51-93a8-ad346f004b5c,Adam 10,1,kenapa di tiktok ku gak ada fitur foto nya anjg!!,2025-01-02 16:00:27
1fa37fab-c7f1-40b4-bd7d-6cc6d09c11f7,Ika mustika ika,5,Titktok nya jelek,2025-01-02 15:33:44
92ea2699-916d-4ef7-8b73-f8eb581744f9,Usman Heriyanto,3,Bagus,2025-01-02 13:28:13
68483259-c8c1-40cd-bedf-96779263e100,Giyatno,5,Bagusss banget looo aku kasih bintang 5,2025-01-02 12:59:17
5f4b30d0-cbe8-43b3-a4d6-3998878cc04c,Kus Tina,5,wkwkwk bagus bgt,2025-01-02 12:41:46
4fc031ef-ff51-4e38-a12b-04901212872a,Viesca Widyastika,1,Tiktok ngentot,2025-01-02 10:50:08
81c59382-b3c2-474f-ae3a-3863fddf99c0,Bashori Shori,1,"Kenapa pas mau login gk bisa, padahal ada data, tolong di respon ini gk bisa login cuy tolong buat emosi aja.",2025-01-02 08:24:26
7b5f1dce-abf0-4057-a14b-15d3d65553c7,Ahmad Rizky,1,"kapan mau perbaiki bug nya ya? gw hampir tiap hari harus hapus trs download lgi buat bisa buka apk nya, ngeselin bngt di buka kgk masuk'",2025-01-02 07:57:22
b106715c-8c53-4af4-ab81-add4110392fb,Muhammad zidan Albani,1,gabisa login,2025-01-01 20:54:31
f2928298-e0dd-49b1-ad51-2c1c83339ca1,Muh Idris,5,Bagu cuma gak bisa trend patah patah gitu,2025-01-01 18:32:06
f21063c5-7bbc-4d5d-a746-546b8a526f35,Andre Azka,3,"woy tolong jelasin ini kena video gua yg di sukai tetep aja 39,2rb .. yg suka uda nambah tpi di profil masih tetep 39,2rb .. coba jlasin coba perbaiki",2025-01-01 17:31:10
0f806c27-faaf-405c-96f5-23ae7327422f,Citra Naya,4,banyak hiburan tapi banyak bug juga 😹,2025-01-01 15:46:58
5a45d3b4-fc9d-43c1-a367-d76ff145ee24,Depijocong3@gmail.com Jocong,1,heh admin anjing,2025-01-01 10:25:33
1611266a-76b3-4195-b528-34fda8943ebd,Pas R1939r,1,bagus,2025-01-01 10:24:23
2e0a6445-2318-4bbe-818a-24ce90dfa536,Rama Ama,1,aplikasi makin hari makin jelek ngelegnya minta ampun akun tiktok keluar sendiri ane,2025-01-01 07:43:57
d1b216ef-f7af-4953-8cf2-bba7f20fa159,Fran Putra,5,Sering bos ku bagus ok ya pada dapat yng itubosku,2025-01-01 03:44:23
768545e9-5c91-4930-a92a-25b891e7758d,Gunawan Ugun,2,Perbaiki lagi tiktok nya kenapa videoku buat 100 menonton terus,2024-12-31 08:32:51
a55ec832-62b2-4bf2-a3bc-97e23499a007,Rahim,5,Aplikasinya bagus dan terpercaya tidak menyesal saya mendownload aplikasi TikTok ini pokok nya bagus deh,2024-12-31 07:43:00
b0bb3d67-3d99-41fc-beb1-6e173593f84e,Ella Dania,5,Mantaap,2024-12-31 06:44:14
749a0f5b-4a1a-4f59-baf8-07502fc1593c,Ahmd Dzkr,1,"Asap rokok bisa terdeteksi oleh pihak tiktok, dan langsung dikasih peringatan, tapi kenpa saran saya tentang beberapa live yang tidak sesuai dengan saya, yang sudah saya komplain berkali kali, tapi pihak tiktok ga bisa mendeteksi dan terus memunculkan live itu? bodoh apa gimana ?",2024-12-30 23:41:01
90e989da-7604-405e-8b0d-92b9bd76b2d9,joko edori,5,"Jangan di baca nanti menyesal. **************************************************************************************************************************************★*****************************************************************************************************""""**""""**********************************************udah di bilang jangan di baca",2024-12-30 21:58:07
605b587c-859a-4d4f-b4ac-30721b5f70a0,Juni Putri,5,Ghui,2024-12-30 20:54:35
9d8184f1-d4ba-4213-9a6f-09bcef25c6ed,Inum Tri perasningrum,5,Tiktok sebaik,2024-12-30 18:39:09
cc5c802f-4f8c-48a1-bc85-6729a01ba925,Kevin Gabriel Tobing,1,"Gk jelas mau masuk apk nya malah gk bisa dibuka katanya udh update tpi kok bug nya kok gk ilang, makin jelek tiktok sekarang gk kayak yg dlu mohon ya tiktok supaya diperbaiki",2024-12-30 18:23:19
8d52bfb9-d052-4ad7-8983-b122e585547d,Ziko Ziko setiawan,1,"banyak bug dari kemarin saya hapus download gr² tiktok ga bisa di buka tolo g diperbaiki bug nya,dongoo perbaiki lah bego ini gw seing hapus download perbaiki secepat nya tolong dari pihak tiktok",2024-12-30 10:19:10
ca21f4a8-f707-4b4a-8354-ead8c677101b,Aninx Dya,2,"kadang waktu buka ni apk yg muncul logonya doanggggg, jadi harus nge unsinstal, terus download lagi.",2024-12-30 10:13:28
280043bd-5e59-42cf-b1d8-858eceadfff3,Mahira Shafa,5,tiktok ini bagus si tapi minus nya sering ga bisa di buka,2024-12-30 08:16:16
afac1590-2236-461c-84f1-3d1163d1d59c,Eliasar Kallau,5,Keren abang,2024-12-30 07:51:23
750a339e-6642-48b3-9c89-2c31a7ff7afd,Imam Hermansyah,1,apasiiiii iniiii tiktok ga jeles betul kemarin yg hilang live ku sekarang keranjang kuning,2024-12-30 07:26:31
cb69f783-4cc5-40cd-8cab-c75028ec1fb1,master gm,2,"bug anjj, sering ngestak di logo",2024-12-30 07:15:31
751a01ac-fb72-4f2f-8114-26b934ca2130,Ngat Timin,1,Aplikasi banyak bug & robot,2024-12-30 03:37:11
d365c849-5c4f-4451-ae62-8725674ab866,Oka Supriyanto,2,Makin lama aplikasi suka foclose sendiri,2024-12-29 21:27:57
d3fc475d-b6e7-4114-8b2a-35530c51aea5,Zikri Zz,5,Sangat keren,2024-12-29 18:44:35
5da27aef-7e6d-48ab-a37e-fff144ebd560,Kopi Kampung,4,lmyn bagus,2024-12-29 16:48:49
da41a023-4d8a-46e8-993d-8f3e5c9dde23,Lasmida,2,Gk bagus sih,2024-12-29 16:10:18
ec404fb1-96b6-4e69-a2ad-e1047dae17dc,Kholippadilah,5,Aplikasi ny bikin hp lemot,2024-12-29 14:59:21
15039974-c29f-46f3-93e4-34ee5c5bafa8,LUGINA TV,5,Jelek banget app nya,2024-12-29 12:57:25
08d97c60-86b3-4caa-a9b6-7f3e51e99dd6,Muhlisin Nove,5,🤦,2024-12-29 08:40:32
ccbbed6a-f929-4b5a-81e3-f15682aa394a,Erik Line,5,ok goods,2024-12-29 00:08:32
27efcd86-b959-4dee-b561-b96f88afd591,Zumrotin Roro,3,Udah bagus sih tapi sayang masih banyak bug. Apalagi kalo ada vidio terus musiknya ngak pas sama durasinya tolong diperbaiki ya,2024-12-28 21:37:58
79c3ff4f-c882-4aaf-9a00-e0e4eab0c0d2,Sam Sung,5,Juesapoiuesa,2024-12-28 16:02:01
4eb7393d-db5b-48d4-98ea-72151ada4504,Alhafisalhafis,5,Aplikasi nya sangat bagus dan menghibur,2024-12-28 15:16:04
db9673ed-5bcb-4041-b0ce-25c73594ceda,Ariie Gebot,5,Ok gas,2024-12-28 14:47:19
94184f7a-510a-439f-b187-0d7cbf3d50c7,Suratman suratman,5,lamaa,2024-12-28 14:30:12
f0bd70fe-fd16-4ede-a91b-fbda22dd1b57,S suhaili Ili,1,Apk tolol,2024-12-28 08:28:43
4a4053e2-5e9c-476a-8e11-1ba40046cecb,zul malaka,1,Aplikasi kontolodon,2024-12-28 07:15:28
5b5f4a78-d486-484f-a8e3-ffc9be69fb2c,ayrush 21,1,cape instal berkali2,2024-12-28 02:13:15
a05bf2fb-0d5d-4b0e-b6f4-7793be950ba9,A B,4,"suka tiba¹ ga bisa di buka, kyk loading nya lamaaaaaa",2024-12-27 20:21:49
aec80976-9036-4ae6-95ac-d0b2e181361c,Adrian Rizky,1,Apk jelek banyak iklan,2024-12-27 12:56:07
d329f032-ee41-425a-8d3b-f3904416d0bc,Risqi Indonesia,1,"Tiktok tolol masih ada tanggungan paylater malah di blokir gak jelas sekarang nagih hutangnya mangkanya kalau mau di bayar ya jangan di blokir, kalau di blokir mana bisa bayar bloon 😏",2024-12-27 09:15:37
13f5b912-613c-45de-bd49-d43c2410b51d,Loriardian Ardian,1,Masa cuma komentar saya baru kelas 1 SMP tiba tiba kena planggaran.salah saya dimana..???,2024-12-27 08:11:04
865b4443-ddb2-4abf-a229-0818923494bd,hana nurnajiah,5,Bagus debess sih,2024-12-26 21:37:32
2a5778fb-1df3-4104-872a-cab03917db9b,Lady Anonym,2,Saya sangat kesal kenapa filter trening saya tidak berfungsi dari semua tiktok teman saya kenapa saya aja yang tidak bisa. Dan kenapa fitur foto tiktok saya tidak berfungsi Tolong dong ini kenapa ya,2024-12-26 17:36:37
e6d0f9f0-e740-43ed-bb55-acbce28dc699,baiti sari,5,Pmky mls di,2024-12-26 14:26:47
7b7c5788-c1c2-461e-8825-3dea683ede25,DIMAR Hasanudin,1,"rate segini dlu klo bug nya dah di perbaikin gw kasih 5, soalnya dapam jangka pakai waktu 2-3 hari tiktok nya ga bisa di buka jadi harus uninstall trs instal lagi,capek sih klo gitu tapi ya mau gimana lagi ga bisa di buka ,and klo belum cepet cepet di uninstall hp nya langsung ngeleg bahkan ke apk lainnya, tolong segera di perbaiki ya",2024-12-26 11:11:34
dbc0a730-67f3-48f8-944d-20491de61485,stok dilz1,1,saya sayang tiktok🥰🥰,2024-12-25 08:14:38
0c4f5acf-5f57-43d7-a20d-20d630928d4c,Ahhh Hiii,1,👎,2024-12-25 08:02:46
12179828-57a9-4296-8981-b9d2927be265,Fadly Siregar,5,Aplikasi sangat bagus.Saya akan merekomendasikan kepada teman-teman saya💋,2024-12-25 01:26:04
2c14195c-9e12-4448-b258-641eb0991349,Anisa 2012,1,"bug gajelas , ttp main karna streak udah dpt 9 akun di 1 akun , sia sia kl semisal dihapus , sukanya ngelag gajelas , ngestuck doang di logo gaada suara gaada gambar , tolong dong dibenerin , dari sekian banyak ulasan , dari pihak tiktok ga dijawab jawab , ga terima ulasan buruk apa gimana?",2024-12-24 17:28:34
d22bdf0e-60a3-47e2-baaf-39173b1f1124,SU WANDI,5,Efek cokk,2024-12-24 17:27:21
65f17ae0-29e7-4810-9554-b88682d4b676,Inayah,2,Kembalikan postingg ulangg,2024-12-23 19:09:02
41c67a3e-49cb-4ffc-9111-8c7c5f15f514,Hanifah Futihiyati Salih,1,"GJ, NGEBUG MULU PAS MASUK TBTB KELUAR, UDA DI APUS APUSIN SAMPAHNYA TETEP AJA GBS MASUK, JD HRS APUS DONLOD BERULANG ULANG BUANG BUANG KUOTA BGT NAJONG",2024-12-23 19:05:31
902bc089-415e-4d76-bb8b-b5a0e6a2303c,Siti Aminah,5,Sipppp,2024-12-23 16:41:18
d5aa18f2-1b4b-4fac-b9f9-e260f2316749,Marini Marini,3,"Every time I want to open TikTok, TikTok exits by itself without any reason",2024-12-23 10:26:06
3f0bbb19-55a7-4b1c-8828-dcd32a12f754,cihuyy,4,banyak orang dongok,2024-12-22 23:41:31
79f1a55a-169c-468d-b422-da069406b775,Muhammad Riyan,5,po Ooo Oopl O L,2024-12-22 23:27:31
08cf6615-18ff-48db-b13f-7bb00f35ca9c,baska kap,5,gtw mles,2024-12-22 22:57:49
f8b8d2fd-8e48-4bb6-9acd-88bedb4ed05a,Ilyas Asaif,1,Apkny bgus tpi bnyk bug ny cik,2024-12-22 19:52:33
c5822ccd-e83c-4363-b83f-07b6e9897715,Naik Level,1,Kok lama menginstal nya ku beri rating 1 karena jelek,2024-12-22 15:04:06
26314714-1764-4e75-8913-cf26840997ef,Herman Crewol,1,TIKTOK APK BANGSAT MAIN HAPUS AKUN ...APK BABII LACKNAT,2024-12-21 23:21:44
3e54cd71-de0d-46a6-a737-43e5b10d057d,Aisyah Alifah nuha,5,jika kau menyukai bunga jangan lah kau petik' karena diya akan mati. Namun jika kau mencintai bunga biarkanlah diya seperti apa adanya. karena cinta bukan tentang kepemilikan namun tentang penghargaan,2024-12-21 20:43:10
6a9bf9bc-fd0d-4074-8e9a-bfbac01ef1c6,Delvin Agustiaanramadhan,1,Akun aku gak berkembang Tolong ngembangin akun ku rm_madridista_id tolong,2024-12-21 14:56:57
45defffd-6671-4f86-93ae-34c58217cf85,Ella Syahfitri,1,Gacorrrrr,2024-12-21 14:02:52
12fb7efb-b93b-4626-a858-c6134e9d4f9e,MP 70 PRO,1,Kok musik gw di bikin gak ada suara sih 😭😭😭😭😭😭😭😭😭😭😭😭😭😭,2024-12-21 07:55:05
38ef1350-6026-4d51-b2fa-6bee1e4e0a67,brata maha,5,Vidio dunia,2024-12-20 18:24:01
1a70badf-118a-4647-a6c9-2c1ce6ac08b0,кια Kaka,5,VDUO,2024-12-20 18:16:08
9829bf9d-cfc8-4079-adc8-a5b8899ddb3a,Alifa Y.,3,suka keluar keluar sendiri,2024-12-20 14:23:56
d34962e7-e7d3-4765-9f06-6c9bb62a1c1a,Rzxyy 22,1,Konyol,2024-12-20 08:15:23
d00afd3f-d071-4d5b-83f5-41f32e1882eb,Mariken Ken,4,U 0,2024-12-19 15:10:14
5782e576-3bbe-4c04-8ae7-9967115a28d4,Hp Ku,1,setiap hari ngebag gk bisa masuk jadinya di uninstal dan donlot lagi,2024-12-19 15:02:17
e10828b1-fd4c-42b2-b206-740850a63822,Oppo A37,5,Banyak kenagan di tiktok,2024-12-18 18:45:57
346fa16f-1181-44f3-aee8-8fd19216b0a3,Gilang Nasir,1,Tolonglah tiktok,2024-12-18 13:44:43
6d292d9a-38eb-4741-9ee4-2a98316f9449,Bar_Boys One,1,Suka keluar sendiri padahal gk di pencet apa²,2024-12-18 07:27:41
60c33641-eee5-438a-8039-3a227f5ddd4e,Amanda Yunus,5,Kaga bisa buat live bejir,2024-12-18 00:46:28
907b23b0-e55d-4a37-8288-137d3e7bf254,Robeat los dol,1,Baik bagus,2024-12-17 23:58:53
dc45feb3-7c39-49cb-876f-a845d35cfac4,Nadin,1,tidak ada alasan,2024-12-17 16:07:45
68b8adda-149a-4c15-ba83-c1ee354b8519,Nani Andani,5,Angangang,2024-12-17 13:52:56
3d561366-c479-4c7c-854c-98aed93c1300,Arya Fajri,5,@HhhahHhHHhhhHhh,2024-12-17 07:47:32
200a70c4-737e-475c-91fd-092ea46a7b1d,Latifatun Nadhifah,5,Wawwwe,2024-12-16 21:36:43
06a3936c-86ed-4014-8e2c-ebaa9e33a4a4,axcel,1,NGASIH PELANGGARAN YANG JELAS DONGG,2024-12-16 17:29:00
68ed4199-e00d-4205-975e-4d4508945b46,Lilis Mulyasari,5,Weeeeeeee,2024-12-16 13:29:06
9991d13f-8712-4663-b529-5ed6a9b15900,dafin123 dafin123,1,1M🙏,2024-12-16 12:31:59
a4ed9fde-3a3b-4cc1-82e4-71d2c9513eef,Andini Medina,3,Karena sering payah kebuka tiktok nya aku jadinya download hapus download hapus berkali kali kek gitu jadi malas,2024-12-16 11:23:25
0905df19-3bf7-4214-adb2-5c64ea9cddfc,Abeh Amak,4,Ya Allah ya Allah dengan dira dan sangat di tempat tidur dan sangat di perlukan untuk mendapatkan hasil maksimal gunakan untuk mendapatkan hasil,2024-12-16 09:53:17
da7438ed-5dc3-43f6-956e-8adcf20246cb,Indy,5,"Y,bgs mmuaskn sy sk",2024-12-15 19:09:27
5efe835a-8fdc-417d-bdc9-daca1e289db7,Ulfaa 15,1,Makin kesini makin parah,2024-12-15 16:33:29
09eff25b-38a8-476a-a9ed-24bb4adf2a0a,Nur Hidayah,2,"Tiktok saya tidak bisa dibuka hanya muncul logo,sudah seminggu ini,padahal sudah saya cari cara liat g****e ,kok tetap tidak bisa.Berkali-kali saya uninstall, restart,dan hapus cache,hapus data tetap tidak bisa .Mohon kebijakannya.",2024-12-15 15:16:04
236c7f5a-d725-4498-8efc-fc0f28c5418f,privat privat,1,"Saya kasih bintang 1, karena setiap kali bikin teks sering terkeluar dari aplikasi tiktok. Saya harap kedepannya lebih baik🙏",2024-12-15 12:37:53
c7e85d83-a306-401d-bc86-9739b50f2eea,Fikrie Fikriye,5,Bagus sekali tik tok menarik keren,2024-12-15 12:36:01
a02bcbc8-5d3a-4f1e-b0e2-033f6a560bb1,Irvan Nur,5,Oke bagus,2024-12-15 12:35:07
213c991d-54aa-4fdf-81c6-6cc3369864e3,Novi Yana,4,Rada ngeselin sedikit kayak video taqqawull,2024-12-15 12:35:05
e79e9813-6f57-4426-a6a9-538ab3ec0989,Urang Lmur,4,Nanti kalo udah bisa live di tambah bintang nya,2024-12-15 12:34:07
1d2bb055-8df5-4a4e-a811-520acb188a6c,Nova Andriani,1,Aplikasi gk jelas masa akun aku di hapus sama tiktok,2024-12-15 12:33:36
0c7e0455-85df-48b0-b7a6-83ccb96aaa6e,Abizar Daffa,5,Kerja bagus,2024-12-15 12:33:35
c477bffc-a139-4d2f-af19-122e0bf05a8a,Hayyun Fauzi,1,Kalau di download jangan tampilakan namax di layar,2024-12-15 12:32:22
0376c89b-1a62-4c72-9e26-be8668819c64,Serli Aulia,5,Sangat bagus aku kasih bintang 5,2024-12-15 12:29:26
cff713e2-3b8e-4235-92ae-d48ad0408567,Muhamad Jhidan,5,Anti lag,2024-12-15 12:28:39
dc694be0-c22a-4fe8-8191-77426d376039,Yuwanita Shafira,1,sering force close,2024-12-15 12:26:43
d2cc6215-9251-41fb-8c3c-5de7fe085854,Topan gg Topan gg,5,Baik,2024-12-15 12:26:43
81864330-e5cb-4ba9-9499-4e4b722ca268,Hari Tus,5,Saya sik bintang emat dulu nanti saya tambah saya janji ⭐⭐⭐⭐⭐⭐⭐,2024-12-15 12:25:22
